molecule_id,inn_name,category,in_pmbjp,in_ddinter,in_nppa,sources,pmbjp_product_count
MOL-00394,cetirizine,small_molecule,true,true,true,pmbjp|ddinter|nppa,5
MOL-00395,cetrimide,small_molecule,true,false,true,pmbjp|nppa,1
MOL-00396,cetrimide antiseptic,small_molecule,true,false,false,pmbjp,1
MOL-00397,cetuximab,biologic,false,true,false,ddinter,0
MOL-00398,cetylpyridinium,small_molecule,false,true,false,ddinter,0
MOL-00399,cevimeline,small_molecule,false,true,false,ddinter,0
MOL-00400,chamomile,herbal,false,true,false,ddinter,0
MOL-00401,chenodeoxycholic acid,small_molecule,false,true,false,ddinter,0
MOL-00402,chloral hydrate,small_molecule,false,true,false,ddinter,0
MOL-00403,chlorambucil,small_molecule,false,true,true,ddinter|nppa,0
MOL-00404,chloramphenicol,small_molecule,true,true,false,pmbjp|ddinter,5
MOL-00405,chlorbutol,small_molecule,true,false,false,pmbjp,2
MOL-00406,chlorcyclizine,small_molecule,false,true,false,ddinter,0
MOL-00407,chlordiazepoxide,small_molecule,true,true,false,pmbjp|ddinter,7
MOL-00408,chlorhexidine,small_molecule,true,true,true,pmbjp|ddinter|nppa,7
MOL-00409,chlormezanone,small_molecule,false,true,false,ddinter,0
MOL-00410,chlorocresol,small_molecule,true,false,false,pmbjp,1
MOL-00411,chloroprocaine,small_molecule,false,true,false,ddinter,0
MOL-00412,chloroquine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00413,chlorothiazide,small_molecule,false,true,false,ddinter,0
MOL-00414,chloroxylenol,small_molecule,true,false,false,pmbjp,1
MOL-00415,chlorphenesin,small_molecule,false,true,false,ddinter,0
MOL-00416,chlorpheniramine,small_molecule,true,true,true,pmbjp|ddinter|nppa,11
MOL-00417,chlorpromazine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00418,chlorpropamide,small_molecule,false,true,false,ddinter,0
MOL-00419,chlorthalidon,small_molecule,true,false,false,pmbjp,1
MOL-00420,chlorthalidone,small_molecule,true,true,false,pmbjp|ddinter,26
MOL-00421,chlorzoxazone,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00422,cholecalciferol,small_molecule,true,true,true,pmbjp|ddinter|nppa,7
MOL-00423,cholestyramine,small_molecule,false,true,false,ddinter,0
MOL-00424,cholic acid,small_molecule,false,true,false,ddinter,0
MOL-00425,choline,small_molecule,false,true,false,ddinter,0
MOL-00426,chondroitin,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00427,chorionic gonadotropin,small_molecule,false,true,false,ddinter,0
MOL-00428,chromic,small_molecule,false,true,false,ddinter,0
MOL-00429,chromium,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00430,chyawanprash special,small_molecule,true,false,false,pmbjp,2
MOL-00431,chymotrypsin,small_molecule,true,false,false,pmbjp,1
MOL-00432,ciclesonide,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00433,ciclopirox,small_molecule,false,true,false,ddinter,0
MOL-00434,ciclopirox olamine,small_molecule,true,false,false,pmbjp,2
MOL-00435,cidofovir,small_molecule,false,true,false,ddinter,0
MOL-00436,cilastatin,small_molecule,true,false,false,pmbjp,1
MOL-00437,cilnidipine,small_molecule,true,false,false,pmbjp,19
MOL-00438,cilostazol,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00439,cimetidine,small_molecule,false,true,false,ddinter,0
MOL-00440,cinacalcet,small_molecule,false,true,false,ddinter,0
MOL-00441,cinchocaine,small_molecule,false,true,false,ddinter,0
MOL-00442,cinitapride,small_molecule,true,false,false,pmbjp,2
MOL-00443,cinnarizine,small_molecule,true,false,false,pmbjp,4
MOL-00444,cinoxacin,small_molecule,false,true,false,ddinter,0
MOL-00445,ciprofloxacin,small_molecule,true,true,true,pmbjp|ddinter|nppa,7
MOL-00446,cisapride,small_molecule,false,true,false,ddinter,0
MOL-00447,cisatracurium,small_molecule,false,true,false,ddinter,0
MOL-00448,cisplatin,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00449,citalopram,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00450,citicoline,small_molecule,true,false,false,pmbjp,4
MOL-00451,citric acid,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00452,citrus bioflavonoids,small_molecule,false,true,false,ddinter,0
MOL-00453,cladribine,small_molecule,false,true,false,ddinter,0
MOL-00454,clarithromycin,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00455,clavulanate,small_molecule,true,false,true,pmbjp|nppa,18
MOL-00456,clavulanic acid,small_molecule,false,true,false,ddinter,0
MOL-00457,clemastine,small_molecule,false,true,false,ddinter,0
MOL-00458,clevidipine,small_molecule,false,true,false,ddinter,0
MOL-00459,clidinium,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00460,clindamycin,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00461,clioquinol,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00462,clobazam,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00463,clobetasol,small_molecule,true,true,false,pmbjp|ddinter,10
MOL-00464,clocortolone,small_molecule,false,true,false,ddinter,0
MOL-00465,clofarabine,small_molecule,false,true,false,ddinter,0
MOL-00466,clofazimine,small_molecule,false,true,true,ddinter|nppa,0
MOL-00467,clofedanol,small_molecule,false,true,false,ddinter,0
MOL-00468,clofibrate,small_molecule,false,true,false,ddinter,0
MOL-00469,clomifene,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00470,clomipramine,small_molecule,true,true,true,pmbjp|ddinter|nppa,4
MOL-00471,clonazepam,small_molecule,true,true,true,pmbjp|ddinter|nppa,11
MOL-00472,clonidine,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00473,clopidogrel,small_molecule,true,true,true,pmbjp|ddinter|nppa,13
MOL-00474,clorazepic acid,small_molecule,false,true,false,ddinter,0
MOL-00475,clostridium tetani toxoid antigen,vaccine,false,true,false,ddinter,0
MOL-00476,clotrimazole,small_molecule,true,true,true,pmbjp|ddinter|nppa,13
MOL-00477,clove,small_molecule,false,true,false,ddinter,0
MOL-00478,cloxacillin,small_molecule,true,true,true,pmbjp|ddinter|nppa,5
MOL-00479,clozapine,small_molecule,true,true,true,pmbjp|ddinter|nppa,4
MOL-00480,co-enzyme q,small_molecule,true,false,false,pmbjp,1
MOL-00481,co-trimoxazole sulphamethoxazole,small_molecule,true,false,true,pmbjp|nppa,3
MOL-00482,coagulation factor ix,small_molecule,false,false,true,nppa,0
MOL-00483,coagulation factor ix human,small_molecule,false,true,false,ddinter,0
MOL-00484,coagulation factor viia recombinant human,small_molecule,false,true,false,ddinter,0
MOL-00485,coagulation factor viii,small_molecule,false,false,true,nppa,0
MOL-00486,coagulation factor x human,small_molecule,false,true,false,ddinter,0
MOL-00487,coal tar,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00488,cobicistat,small_molecule,false,true,false,ddinter,0
MOL-00489,cobimetinib,small_molecule,false,true,false,ddinter,0
MOL-00490,cocaine,small_molecule,false,true,false,ddinter,0
MOL-00491,coccidioides immitis spherule,small_molecule,false,true,false,ddinter,0
MOL-00492,cod liver oil,small_molecule,true,false,false,pmbjp,1
MOL-00493,codeine,small_molecule,false,true,false,ddinter,0
MOL-00494,coenzyme m,small_molecule,false,true,false,ddinter,0
MOL-00495,coenzyme q,small_molecule,true,false,false,pmbjp,2
MOL-00496,colchicine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00497,colesevelam,small_molecule,false,true,false,ddinter,0
MOL-00498,colestipol,small_molecule,false,true,false,ddinter,0
MOL-00499,colistimethate,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00500,colistin,small_molecule,true,false,false,pmbjp,1
MOL-00501,collagen peptide,small_molecule,true,false,false,pmbjp,1
MOL-00502,collagenase clostridium histolyticum,small_molecule,false,true,false,ddinter,0
MOL-00503,combi torasemide,small_molecule,true,false,false,pmbjp,1
MOL-00504,combikit eplerenone,small_molecule,true,false,false,pmbjp,1
MOL-00505,combipack ambrisentan,small_molecule,true,false,false,pmbjp,1
MOL-00506,combipack clarithromycin,small_molecule,true,false,false,pmbjp,2
MOL-00507,combipack mifepristone,small_molecule,true,false,false,pmbjp,1
MOL-00508,condom,small_molecule,false,false,true,nppa,0
MOL-00509,conestat alfa,small_molecule,false,true,false,ddinter,0
MOL-00510,conivaptan,small_molecule,false,true,false,ddinter,0
MOL-00511,conjugated estrogens,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00512,copanlisib,small_molecule,false,true,false,ddinter,0
MOL-00513,copper,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00514,copper oxodotreotide cu,small_molecule,false,true,false,ddinter,0
MOL-00515,corticotropin,small_molecule,false,true,false,ddinter,0
MOL-00516,covid self-testing,small_molecule,true,false,false,pmbjp,1
MOL-00517,cranberry,small_molecule,false,true,false,ddinter,0
MOL-00518,cranberry extract,small_molecule,true,false,false,pmbjp,1
MOL-00519,creatine,small_molecule,false,true,false,ddinter,0
MOL-00520,crizotinib,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00521,cromoglicic acid,small_molecule,false,true,false,ddinter,0
MOL-00522,cryoprecipitate,small_molecule,false,false,true,nppa,0
MOL-00523,cyanocobalamin,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00524,cyanocobalamine,small_molecule,true,false,false,pmbjp,1
MOL-00525,cyclandelate,small_molecule,false,true,false,ddinter,0
MOL-00526,cyclizine,small_molecule,false,true,false,ddinter,0
MOL-00527,cyclobenzaprine,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00528,cyclopentolate,small_molecule,false,true,false,ddinter,0
MOL-00529,cyclophosphamide,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00530,cycloserine,small_molecule,false,true,true,ddinter|nppa,0
MOL-00531,cyclosporin,small_molecule,true,false,false,pmbjp,1
MOL-00532,cyclosporin capulses,small_molecule,true,false,false,pmbjp,1
MOL-00533,cyclosporine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00534,cyproheptadine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00535,cyproterone,small_molecule,true,false,false,pmbjp,1
MOL-00536,cytarabine,small_molecule,false,true,true,ddinter|nppa,0
MOL-00537,d-mannose,small_molecule,true,false,false,pmbjp,1
MOL-00538,dabigatran,small_molecule,true,false,false,pmbjp,3
MOL-00539,dabrafenib,small_molecule,false,true,false,ddinter,0
MOL-00540,dacarbazine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00541,daclatasvir,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00542,dacomitinib,small_molecule,false,true,false,ddinter,0
MOL-00543,dactinomycin,small_molecule,false,true,true,ddinter|nppa,0
MOL-00544,dalbavancin,small_molecule,false,true,false,ddinter,0
MOL-00545,dalfampridine,small_molecule,false,true,false,ddinter,0
MOL-00546,dalfopristin,small_molecule,false,true,false,ddinter,0
MOL-00547,dalteparin,small_molecule,false,true,false,ddinter,0
MOL-00548,danaparoid,small_molecule,false,true,false,ddinter,0
MOL-00549,danazol,small_molecule,false,true,false,ddinter,0
MOL-00550,dantrolene,small_molecule,false,true,false,ddinter,0
MOL-00551,dapagliflozin,small_molecule,true,true,false,pmbjp|ddinter,25
MOL-00552,dapoxetine,small_molecule,true,false,false,pmbjp,2
MOL-00553,dapsone,small_molecule,false,true,true,ddinter|nppa,0
MOL-00554,daptomycin,small_molecule,false,true,false,ddinter,0
MOL-00555,daratumumab,biologic,false,true,false,ddinter,0
MOL-00556,darbepoetin alfa,small_molecule,false,true,false,ddinter,0
MOL-00557,darifenacin,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00558,darolutamide,small_molecule,false,true,false,ddinter,0
MOL-00559,darunavir,small_molecule,false,true,false,ddinter,0
MOL-00560,dasabuvir,small_molecule,false,true,false,ddinter,0
MOL-00561,dasatinib,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00562,daunorubicin,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00563,decitabine,small_molecule,false,true,false,ddinter,0
MOL-00564,deferasirox,small_molecule,true,true,false,pmbjp|ddinter,5
MOL-00565,deferiprone,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00566,deferoxamine,small_molecule,false,true,true,ddinter|nppa,0
MOL-00567,defibrotide,small_molecule,false,true,false,ddinter,0
MOL-00568,deflazacort,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00569,degarelix,small_molecule,false,true,false,ddinter,0
MOL-00570,dehydrocholic acid,small_molecule,false,true,false,ddinter,0
MOL-00571,dehydroepiandrosterone,small_molecule,true,false,false,pmbjp,1
MOL-00572,delafloxacin,small_molecule,false,true,false,ddinter,0
MOL-00573,delavirdine,small_molecule,false,true,false,ddinter,0
MOL-00574,demecarium,small_molecule,false,true,false,ddinter,0
MOL-00575,demeclocycline,small_molecule,false,true,false,ddinter,0
MOL-00576,denileukin diftitox,small_molecule,false,true,false,ddinter,0
MOL-00577,denosumab,biologic,false,true,false,ddinter,0
MOL-00578,deoxycholic acid,small_molecule,false,true,false,ddinter,0
MOL-00579,deserpidine,small_molecule,false,true,false,ddinter,0
MOL-00580,desflurane,small_molecule,false,true,false,ddinter,0
MOL-00581,desipramine,small_molecule,false,true,false,ddinter,0
MOL-00582,desirudin,small_molecule,false,true,false,ddinter,0
MOL-00583,desloratadine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00584,desmopressin,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00585,desogestrel,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00586,desonide,small_molecule,false,true,false,ddinter,0
MOL-00587,desoximetasone,small_molecule,false,true,false,ddinter,0
MOL-00588,desvenlafaxine,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00589,deutetrabenazine,small_molecule,false,true,false,ddinter,0
MOL-00590,devil s claw extract,small_molecule,true,false,false,pmbjp,1
MOL-00591,dexamethasone,small_molecule,true,true,true,pmbjp|ddinter|nppa,9
MOL-00592,dexbrompheniramine,small_molecule,false,true,false,ddinter,0
MOL-00593,dexchlorpheniramine,small_molecule,true,false,false,pmbjp,2
MOL-00594,dexfenfluramine,small_molecule,false,true,false,ddinter,0
MOL-00595,dexlansoprazole,small_molecule,false,true,false,ddinter,0
MOL-00596,dexlansoprazole mr,small_molecule,true,false,false,pmbjp,1
MOL-00597,dexmedetomidine,small_molecule,false,true,false,ddinter,0
MOL-00598,dexmethylphenidate,small_molecule,false,true,false,ddinter,0
MOL-00599,dexrazoxane,small_molecule,false,true,false,ddinter,0
MOL-00600,dextran,small_molecule,false,true,true,ddinter|nppa,0
MOL-00601,dextroamphetamine,small_molecule,false,true,false,ddinter,0
MOL-00602,dextromethorphan,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00603,dextropropoxyphene,small_molecule,false,true,false,ddinter,0
MOL-00604,dextrose,small_molecule,true,false,false,pmbjp,4
MOL-00605,dextrose intravenouse,small_molecule,true,false,false,pmbjp,1
MOL-00606,dextrose unspecified form,small_molecule,false,true,false,ddinter,0
MOL-00607,dextrothyroxine,small_molecule,false,true,false,ddinter,0
MOL-00608,dezocine,small_molecule,false,true,false,ddinter,0
MOL-00609,dha,small_molecule,true,false,false,pmbjp,2
MOL-00610,di-cloxacillin,small_molecule,true,false,false,pmbjp,1
MOL-00611,di-hydralazine,small_molecule,true,false,false,pmbjp,1
MOL-00612,diacerein,small_molecule,true,false,false,pmbjp,4
MOL-00613,diamorphine,small_molecule,false,true,false,ddinter,0
MOL-00614,diastase,small_molecule,true,false,false,pmbjp,1
MOL-00615,diatrizoate,small_molecule,false,true,false,ddinter,0
MOL-00616,diazepam,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00617,diazoxide,small_molecule,false,true,false,ddinter,0
MOL-00618,dichloralphenazone,small_molecule,false,true,false,ddinter,0
MOL-00619,diclofenac,small_molecule,true,true,true,pmbjp|ddinter|nppa,19
MOL-00620,diclofenac diethylamine,small_molecule,true,false,false,pmbjp,3
MOL-00621,diclofenac dithylamine,small_molecule,true,false,false,pmbjp,1
MOL-00622,diclofenamide,small_molecule,false,true,false,ddinter,0
MOL-00623,dicloxacillin,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00624,dicoumarol,small_molecule,false,true,false,ddinter,0
MOL-00625,dicyclomine,small_molecule,false,true,false,ddinter,0
MOL-00626,dicycloverine,small_molecule,true,false,true,pmbjp|nppa,7
MOL-00627,didanosine,small_molecule,false,true,false,ddinter,0
MOL-00628,dienestrol,small_molecule,false,true,false,ddinter,0
MOL-00629,dienogest,small_molecule,false,true,false,ddinter,0
MOL-00630,diethylcarbamazine,small_molecule,true,false,true,pmbjp|nppa,3
MOL-00631,diethylpropion,small_molecule,false,true,false,ddinter,0
MOL-00632,diethylstilbestrol,small_molecule,false,true,false,ddinter,0
MOL-00633,difenoxin,small_molecule,false,true,false,ddinter,0
MOL-00634,diflorasone,small_molecule,false,true,false,ddinter,0
MOL-00635,diflunisal,small_molecule,false,true,false,ddinter,0
MOL-00636,difluprednate,small_molecule,false,true,false,ddinter,0
MOL-00637,digitoxin,small_molecule,false,true,false,ddinter,0
MOL-00638,digoxin,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00639,digoxin immune fab,small_molecule,false,true,false,ddinter,0
MOL-00640,dihydrocodeine,small_molecule,false,true,false,ddinter,0
MOL-00641,dihydroergotamine,small_molecule,false,true,false,ddinter,0
MOL-00642,dihydrotachysterol,small_molecule,false,true,false,ddinter,0
MOL-00643,diiodohydroxyquinoline,small_molecule,false,true,false,ddinter,0
MOL-00644,dil oil,small_molecule,true,false,false,pmbjp,1
MOL-00645,dill oil,small_molecule,true,false,false,pmbjp,1
MOL-00646,diloxanide,small_molecule,false,false,true,nppa,0
MOL-00647,diltiazem,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00648,dimenhydrinate,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00649,dimercaprol,small_molecule,false,true,true,ddinter|nppa,0
MOL-00650,dimethicone chewable,small_molecule,true,false,false,pmbjp,1
MOL-00651,dimethyl,small_molecule,false,true,false,ddinter,0
MOL-00652,dinoprostone,small_molecule,false,true,true,ddinter|nppa,0
MOL-00653,dinutuximab,biologic,false,true,false,ddinter,0
MOL-00654,diosmin,small_molecule,true,false,false,pmbjp,1
MOL-00655,diphenhydramine,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00656,diphenoxylate,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00657,diphtheria antitoxin,vaccine,false,false,true,nppa,0
MOL-00658,dipivefrin,small_molecule,false,true,false,ddinter,0
MOL-00659,dipyridamole,small_molecule,false,true,false,ddinter,0
MOL-00660,diroximel,small_molecule,false,true,false,ddinter,0
MOL-00661,disodium hydrogen,small_molecule,true,false,false,pmbjp,3
MOL-00662,disopyramide,small_molecule,false,true,false,ddinter,0
MOL-00663,disulfiram,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00664,dithranol,small_molecule,true,false,false,pmbjp,1
MOL-00665,dl-methionine,small_molecule,true,false,false,pmbjp,1
MOL-00666,dobutamine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00667,docetaxel,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00668,docosahexaenoic acid,small_molecule,true,false,false,pmbjp,1
MOL-00669,docusate,small_molecule,false,true,false,ddinter,0
MOL-00670,dofetilide,small_molecule,false,true,false,ddinter,0
MOL-00671,dolasetron,small_molecule,false,true,false,ddinter,0
MOL-00672,dolutegravir,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00673,domperidone,small_molecule,true,false,true,pmbjp|nppa,16
MOL-00674,donepezil,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00675,dopamine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00676,doravirine,small_molecule,false,true,false,ddinter,0
MOL-00677,doripenem,small_molecule,false,true,false,ddinter,0
MOL-00678,dornase alfa,small_molecule,false,true,false,ddinter,0
MOL-00679,dorzolamide,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00680,dosulepin,small_molecule,true,false,false,pmbjp,2
MOL-00681,dosulepine,small_molecule,true,false,false,pmbjp,1
MOL-00682,dotatate,small_molecule,false,true,false,ddinter,0
MOL-00683,doxacurium,small_molecule,false,true,false,ddinter,0
MOL-00684,doxapram,small_molecule,false,true,false,ddinter,0
MOL-00685,doxazosin,small_molecule,false,true,false,ddinter,0
MOL-00686,doxepin,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00687,doxercalciferol,small_molecule,false,true,false,ddinter,0
MOL-00688,doxofylline,small_molecule,true,false,false,pmbjp,2
MOL-00689,doxorubicin,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00690,doxycycline,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00691,doxylamine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00692,dpt,small_molecule,false,false,true,nppa,0
MOL-00693,dpt vaccine,vaccine,false,false,true,nppa,0
MOL-00694,dried aluminium hydroxide,small_molecule,true,false,false,pmbjp,2
MOL-00695,dronabinol,small_molecule,false,true,false,ddinter,0
MOL-00696,dronedarone,small_molecule,false,true,false,ddinter,0
MOL-00697,droperidol,small_molecule,false,true,false,ddinter,0
MOL-00698,drospirenone,small_molecule,false,true,false,ddinter,0
MOL-00699,drotaverine,small_molecule,true,false,false,pmbjp,5
MOL-00700,drotrecogin alfa,small_molecule,false,true,false,ddinter,0
MOL-00701,droxidopa,small_molecule,false,true,false,ddinter,0
MOL-00702,drug eluting stents which include metallic des,small_molecule,false,false,true,nppa,0
MOL-00703,dulaglutide,small_molecule,false,true,false,ddinter,0
MOL-00704,duloxetin,small_molecule,true,false,false,pmbjp,5
MOL-00705,duloxetine,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00706,dupilumab,biologic,false,true,false,ddinter,0
MOL-00707,durvalumab,biologic,false,true,false,ddinter,0
MOL-00708,dutasteride,small_molecule,true,true,false,pmbjp|ddinter,5
MOL-00709,duvelisib,small_molecule,false,true,false,ddinter,0
MOL-00710,dydrogesterone,small_molecule,true,false,false,pmbjp,1
MOL-00711,dyphylline,small_molecule,false,true,false,ddinter,0
MOL-00712,ebastine,small_molecule,true,false,false,pmbjp,3
MOL-00713,eberconazole,small_molecule,true,false,false,pmbjp,1
MOL-00714,echinacea,small_molecule,false,true,false,ddinter,0
MOL-00715,echothiophate,small_molecule,false,true,false,ddinter,0
MOL-00716,econazole,small_molecule,false,true,false,ddinter,0
MOL-00717,eculizumab,biologic,false,true,false,ddinter,0
MOL-00718,edetate,small_molecule,false,true,false,ddinter,0
MOL-00719,edoxaban,small_molecule,false,true,false,ddinter,0
MOL-00720,edrophonium,small_molecule,false,true,false,ddinter,0
MOL-00721,efalizumab,biologic,false,true,false,ddinter,0
MOL-00722,efavirenz,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00723,efonidipine hydrochloride ethanolate,small_molecule,true,false,false,pmbjp,2
MOL-00724,eicosapentaenoic acid,small_molecule,true,false,false,pmbjp,1
MOL-00725,elagolix,small_molecule,false,true,false,ddinter,0
MOL-00726,elbasvir,small_molecule,false,true,false,ddinter,0
MOL-00727,eletriptan,small_molecule,false,true,false,ddinter,0
MOL-00728,elexacaftor,small_molecule,false,true,false,ddinter,0
MOL-00729,eliglustat,small_molecule,false,true,false,ddinter,0
MOL-00730,elotuzumab,biologic,false,true,false,ddinter,0
MOL-00731,eltrombopag,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00732,eluxadoline,small_molecule,false,true,false,ddinter,0
MOL-00733,elvitegravir,small_molecule,false,true,false,ddinter,0
MOL-00734,emapalumab,biologic,false,true,false,ddinter,0
MOL-00735,emicizumab,biologic,false,true,false,ddinter,0
MOL-00736,empagliflozin,small_molecule,false,true,false,ddinter,0
MOL-00737,emtricitabine,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00738,enalapril,small_molecule,true,true,true,pmbjp|ddinter|nppa,4
MOL-00739,enasidenib,small_molecule,false,true,false,ddinter,0
MOL-00740,encorafenib,small_molecule,false,true,false,ddinter,0
MOL-00741,enflurane,small_molecule,false,true,false,ddinter,0
MOL-00742,enfortumab vedotin,biologic,false,true,false,ddinter,0
MOL-00743,enfuvirtide,small_molecule,false,true,false,ddinter,0
MOL-00744,enoxacin,small_molecule,false,true,false,ddinter,0
MOL-00745,enoxaparin,small_molecule,true,true,false,pmbjp|ddinter,2
MOL-00746,entacapone,small_molecule,true,true,false,pmbjp|ddinter,4
MOL-00747,entecavir,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00748,entrectinib,small_molecule,false,true,false,ddinter,0
MOL-00749,enzalutamide,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00750,enzyme mixed fruit,small_molecule,true,false,false,pmbjp,1
MOL-00751,epa,small_molecule,true,false,false,pmbjp,1
MOL-00752,epalrestat,small_molecule,true,false,false,pmbjp,1
MOL-00753,ephedrine,small_molecule,false,true,false,ddinter,0
MOL-00754,epinephrine,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00755,epirubicin,small_molecule,false,true,false,ddinter,0
MOL-00756,eplerenone,small_molecule,true,true,false,pmbjp|ddinter,3
MOL-00757,epoprostenol,small_molecule,false,true,false,ddinter,0
MOL-00758,eprosartan,small_molecule,false,true,false,ddinter,0
MOL-00759,eptifibatide,small_molecule,false,true,false,ddinter,0
MOL-00760,eravacycline,small_molecule,false,true,false,ddinter,0
MOL-00761,erdafitinib,small_molecule,false,true,false,ddinter,0
MOL-00762,ergocalciferol,small_molecule,false,true,false,ddinter,0
MOL-00763,ergoloid,small_molecule,false,true,false,ddinter,0
MOL-00764,ergometrine,small_molecule,false,true,false,ddinter,0
MOL-00765,ergotamine,small_molecule,false,true,false,ddinter,0
MOL-00766,eribulin,small_molecule,false,true,false,ddinter,0
MOL-00767,erlotinib,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00768,ertapenem,small_molecule,false,true,false,ddinter,0
MOL-00769,ertugliflozin,small_molecule,false,true,false,ddinter,0
MOL-00770,erythromycin,small_molecule,true,true,true,pmbjp|ddinter|nppa,1
MOL-00771,erythromycin estolate,small_molecule,true,false,false,pmbjp,2
MOL-00772,erythropoietin,small_molecule,true,true,true,pmbjp|ddinter|nppa,2
MOL-00773,escitalopram,small_molecule,true,true,true,pmbjp|ddinter|nppa,6
MOL-00774,escitalopram oxelate,small_molecule,true,false,false,pmbjp,1
MOL-00775,esketamine,small_molecule,false,true,false,ddinter,0
MOL-00776,eslicarbazepine,small_molecule,false,true,false,ddinter,0
MOL-00777,esmolol,small_molecule,false,true,true,ddinter|nppa,0
MOL-00778,esomeprazole,small_molecule,true,true,false,pmbjp|ddinter,5
MOL-00779,esomeprazole gastro-resistance,small_molecule,true,false,false,pmbjp,1
MOL-00780,esomeprazole magnessium,small_molecule,true,false,false,pmbjp,1
MOL-00781,essential amino acid,small_molecule,true,false,false,pmbjp,1
MOL-00782,estazolam,small_molecule,false,true,false,ddinter,0
MOL-00783,esterified estrogens,small_molecule,false,true,false,ddinter,0
MOL-00784,estradiol,small_molecule,true,true,false,pmbjp|ddinter,1
MOL-00785,estramustine,small_molecule,false,true,false,ddinter,0
MOL-00786,estrone,small_molecule,false,true,false,ddinter,0
MOL-00787,eszopiclone,small_molecule,false,true,false,ddinter,0
MOL-00788,etacrynic acid,small_molecule,false,true,false,ddinter,0
MOL-00789,etamsylate,small_molecule,true,false,false,pmbjp,2
MOL-00790,etanercept,small_molecule,false,true,false,ddinter,0
