product_id,molecule_id,strength,unit
PMBJP-634,MOL-00410,,
PMBJP-637,MOL-00016,100.0,mg
PMBJP-637,MOL-00018,325.0,mg
PMBJP-637,MOL-00421,250.0,mg
PMBJP-639,MOL-02087,1.25,mg
PMBJP-639,MOL-00281,4.0,mg
PMBJP-639,MOL-00988,50.0,mg
PMBJP-639,MOL-01348,2.5,mg
PMBJP-640,MOL-01524,1.0,%
PMBJP-643,MOL-00018,125.0,mg
PMBJP-643,MOL-00416,1.0,mg
PMBJP-643,MOL-01982,60.0,mg
PMBJP-644,MOL-01710,5.0,mg
PMBJP-644,MOL-00416,2.0,mg
PMBJP-645,MOL-01523,100.0,mg
PMBJP-645,MOL-00018,325.0,mg
PMBJP-645,MOL-00421,375.0,mg
PMBJP-648,MOL-00621,,
PMBJP-648,MOL-01262,,
PMBJP-648,MOL-01386,,
PMBJP-648,MOL-01348,,
PMBJP-649,MOL-00626,10.0,mg
PMBJP-649,MOL-01973,40.0,mg
PMBJP-650,MOL-01334,500.0,mg
PMBJP-650,MOL-00018,325.0,mg
PMBJP-655,MOL-01681,7.5,mg
PMBJP-655,MOL-00917,12.5,mg
PMBJP-656,MOL-00614,,
PMBJP-656,MOL-01682,,
PMBJP-658,MOL-00408,,
PMBJP-658,MOL-00396,,
PMBJP-661,MOL-00936,,
PMBJP-661,MOL-00395,,
PMBJP-665,MOL-02287,,
PMBJP-665,MOL-00145,,
PMBJP-666,MOL-01699,22.75,mg
PMBJP-668,MOL-01463,,
PMBJP-669,MOL-00384,125.0,mg
PMBJP-670,MOL-00967,750.0,mg
PMBJP-670,MOL-00612,50.0,mg
PMBJP-670,MOL-01399,250.0,mg
PMBJP-671,MOL-00967,500.0,mg
PMBJP-671,MOL-00612,50.0,mg
PMBJP-672,MOL-01449,,
PMBJP-673,MOL-00245,10.0,mg
PMBJP-676,MOL-02182,0.1,%
PMBJP-677,MOL-00880,0.5,mg
PMBJP-679,MOL-01481,500.0,mg
PMBJP-680,MOL-00856,5.0,mg
PMBJP-681,MOL-01695,100.0,mg
PMBJP-682,MOL-01827,20.0,mg
PMBJP-682,MOL-00673,10.0,mg
PMBJP-683,MOL-01827,20.0,mg
PMBJP-683,MOL-01153,150.0,mg
PMBJP-685,MOL-01628,40.0,mg
PMBJP-685,MOL-01153,150.0,mg
PMBJP-686,MOL-01310,400.0,mg
PMBJP-686,MOL-01973,20.0,mg
PMBJP-687,MOL-01198,10.0,g
PMBJP-689,MOL-00476,100.0,mg
PMBJP-690,MOL-02132,0.5,%
PMBJP-691,MOL-01558,0.3,%
PMBJP-692,MOL-01567,0.1,%
PMBJP-693,MOL-02213,1.0,%
PMBJP-696,MOL-01748,5000.0,iu
PMBJP-696,MOL-00404,4.0,mg
PMBJP-696,MOL-00591,1.0,mg
PMBJP-697,MOL-02038,10.0,%
PMBJP-699,MOL-00031,3.0,%
PMBJP-701,MOL-01718,2.0,%
PMBJP-704,MOL-00389,125.0,mg
PMBJP-705,MOL-01242,500.0,mg
PMBJP-707,MOL-01731,10.0,mg
PMBJP-708,MOL-01731,20.0,mg
PMBJP-709,MOL-01732,20.0,mg
PMBJP-710,MOL-01732,40.0,mg
PMBJP-712,MOL-00018,250.0,mg
PMBJP-713,MOL-00972,5.0,mg
PMBJP-713,MOL-01368,500.0,mg
PMBJP-715,MOL-00973,,
PMBJP-717,MOL-00804,300.0,mg
PMBJP-718,MOL-00774,10.0,mg
PMBJP-718,MOL-00471,0.5,mg
PMBJP-720,MOL-01878,,
PMBJP-722,MOL-02305,5.0,ml
PMBJP-723,MOL-02305,10.0,ml
PMBJP-725,MOL-00605,5.0,%
PMBJP-726,MOL-00604,10.0,%
PMBJP-728,MOL-00604,,
PMBJP-728,MOL-01982,,
PMBJP-732,MOL-01982,,
PMBJP-733,MOL-01790,200.0,mg
PMBJP-734,MOL-00571,25.0,mg
PMBJP-736,MOL-01337,40.0,mg
PMBJP-739,MOL-00384,125.0,mg
PMBJP-740,MOL-00506,250.0,mg
PMBJP-741,MOL-00375,50.0,mg
PMBJP-746,MOL-02250,450.0,mg
PMBJP-747,MOL-00962,3.0,mg
PMBJP-748,MOL-00962,4.0,mg
PMBJP-752,MOL-00476,1.0,%
PMBJP-753,MOL-00476,,
PMBJP-753,MOL-00196,,
PMBJP-754,MOL-00476,,
PMBJP-754,MOL-00196,,
PMBJP-757,MOL-00384,1500.0,mg
PMBJP-759,MOL-01903,10.0,mg
PMBJP-762,MOL-01547,25.0,mg
PMBJP-764,MOL-00803,0.5,mg
PMBJP-766,MOL-01189,7.5,mg
PMBJP-767,MOL-01368,1000.0,mg
PMBJP-767,MOL-00962,2.0,mg
PMBJP-768,MOL-00019,250.0,mg
PMBJP-769,MOL-00024,325.0,mg
PMBJP-772,MOL-00035,3.0,mg
PMBJP-779,MOL-00069,100.0,mg
PMBJP-779,MOL-02289,1000.0,iu
PMBJP-779,MOL-00893,1.5,mg
PMBJP-779,MOL-01815,3.0,mg
PMBJP-779,MOL-01331,1500.0,mcg
PMBJP-781,MOL-00071,0.25,mg
PMBJP-781,MOL-00878,20.0,mg
PMBJP-784,MOL-00094,50.0,mg
PMBJP-785,MOL-00095,25.0,mg
PMBJP-786,MOL-00095,10.0,mg
PMBJP-788,MOL-00111,1.0,mg
PMBJP-790,MOL-00024,75.0,mg
PMBJP-791,MOL-00153,25.0,mg
PMBJP-791,MOL-00097,5.0,mg
PMBJP-793,MOL-00153,25.0,mg
PMBJP-796,MOL-00024,75.0,mg
PMBJP-796,MOL-00156,10.0,mg
PMBJP-797,MOL-00158,25.0,mg
PMBJP-800,MOL-00185,250.0,iu
PMBJP-800,MOL-01501,5.0,mg
PMBJP-800,MOL-02038,60.0,mg
PMBJP-804,MOL-00229,4.0,mg
PMBJP-806,MOL-00235,50.0,mg
PMBJP-807,MOL-00249,30.0,%
PMBJP-807,MOL-01141,70.0,%
PMBJP-809,MOL-00261,3.5,mg
PMBJP-811,MOL-00280,,
PMBJP-812,MOL-00283,2.5,mg
PMBJP-814,MOL-00300,0.5,mg
PMBJP-815,MOL-00308,0.25,mcg
PMBJP-816,MOL-00309,667.0,mg
PMBJP-817,MOL-00309,1250.0,mg
PMBJP-817,MOL-02289,250.0,iu
PMBJP-817,MOL-02320,40.0,mg
PMBJP-817,MOL-01314,1.8,mg
PMBJP-817,MOL-02319,7.5,mg
PMBJP-818,MOL-00309,10.0,%
PMBJP-821,MOL-00352,6.25,mg
PMBJP-829,MOL-00404,,
PMBJP-830,MOL-00407,10.0,mg
PMBJP-830,MOL-02193,1.0,mg
PMBJP-832,MOL-00420,12.5,mg
PMBJP-833,MOL-00422,800.0,iu
PMBJP-834,MOL-00422,400.0,iu
PMBJP-835,MOL-00967,500.0,mg
PMBJP-835,MOL-00426,400.0,mg
PMBJP-837,MOL-00437,20.0,mg
PMBJP-838,MOL-00438,50.0,mg
PMBJP-840,MOL-00450,500.0,mg
PMBJP-844,MOL-00471,1.0,mg
PMBJP-850,MOL-00531,50.0,mg
PMBJP-851,MOL-00540,200.0,mg
PMBJP-853,MOL-00562,20.0,mg
PMBJP-860,MOL-00602,13.5,mg
PMBJP-864,MOL-00604,,
PMBJP-865,MOL-00612,50.0,mg
PMBJP-866,MOL-00616,5.0,mg
PMBJP-868,MOL-00626,10.0,mg
PMBJP-875,MOL-00674,10.0,mg
PMBJP-878,MOL-00699,80.0,mg
PMBJP-878,MOL-01334,250.0,mg
PMBJP-879,MOL-00699,40.0,mg
PMBJP-881,MOL-00712,10.0,mg
PMBJP-882,MOL-00722,600.0,mg
PMBJP-884,MOL-00771,125.0,mg
PMBJP-885,MOL-00795,0.05,mg
PMBJP-885,MOL-01247,0.25,mg
PMBJP-888,MOL-00827,40.0,mg
PMBJP-889,MOL-00827,80.0,mg
PMBJP-897,MOL-00899,6.0,mcg
PMBJP-897,MOL-00890,250.0,mcg
PMBJP-899,MOL-00919,20.0,mg
PMBJP-899,MOL-02015,50.0,mg
PMBJP-900,MOL-00921,100.0,mg
PMBJP-900,MOL-01331,500.0,mcg
PMBJP-901,MOL-00921,300.0,mg
PMBJP-904,MOL-01368,500.0,mg
PMBJP-904,MOL-00962,1.0,mg
PMBJP-906,MOL-01534,2.6,mg
PMBJP-910,MOL-01022,5000.0,iu
PMBJP-911,MOL-01346,75.0,iu
PMBJP-912,MOL-01033,12.5,mg
PMBJP-913,MOL-01036,100.0,mg
PMBJP-915,MOL-01047,10.0,mg
PMBJP-916,MOL-01065,400.0,mg
PMBJP-917,MOL-01069,25.0,mg
PMBJP-920,MOL-02000,100.0,iu
PMBJP-922,MOL-01143,70.0,%
PMBJP-923,MOL-01148,20.0,mg
PMBJP-924,MOL-01150,10.0,mg
PMBJP-926,MOL-01175,2.0,%
PMBJP-931,MOL-01200,100.0,mg
PMBJP-933,MOL-01213,20.0,mg
PMBJP-934,MOL-01215,10.0,mg
PMBJP-935,MOL-01220,2.5,mg
PMBJP-936,MOL-01223,3.75,mg
PMBJP-938,MOL-01236,1.0,g
PMBJP-939,MOL-01235,500.0,mg
PMBJP-944,MOL-01249,50.0,mcg
PMBJP-945,MOL-01250,25.0,mg
PMBJP-946,MOL-01253,2.0,%
PMBJP-947,MOL-01272,450.0,mg
PMBJP-948,MOL-01284,1.0,mg
PMBJP-949,MOL-01284,2.0,mg
PMBJP-951,MOL-01304,,
PMBJP-951,MOL-01461,,
PMBJP-954,MOL-01332,10.0,mg
PMBJP-955,MOL-01334,50.0,mg
PMBJP-955,MOL-00018,125.0,mg
PMBJP-956,MOL-01335,250.0,mg
PMBJP-957,MOL-01344,10.0,mg
PMBJP-960,MOL-01368,850.0,mg
PMBJP-965,MOL-01416,,
PMBJP-965,MOL-00872,,
PMBJP-968,MOL-01438,15.0,mg
PMBJP-972,MOL-01470,500.0,mg
PMBJP-974,MOL-01493,100.0,mg
PMBJP-975,MOL-01495,5.0,mg
PMBJP-975,MOL-01033,12.5,mg
PMBJP-976,MOL-01495,2.5,mg
PMBJP-978,MOL-01504,0.1,%
PMBJP-986,MOL-01531,10.0,mg
PMBJP-987,MOL-01533,100.0,mg
PMBJP-990,MOL-01560,10.0,mg
PMBJP-991,MOL-01560,5.0,mg
PMBJP-992,MOL-01564,20.0,mg
PMBJP-993,MOL-01578,2.0,mg
PMBJP-994,MOL-01595,50.0,mg
PMBJP-996,MOL-01600,300.0,mg
PMBJP-997,MOL-01617,100.0,mg
PMBJP-999,MOL-01646,37.5,mg
PMBJP-1003,MOL-01688,5.0,%
PMBJP-1005,MOL-01700,30.0,mg
PMBJP-1008,MOL-01716,1.0,mg
PMBJP-1009,MOL-01724,15.0,mg
PMBJP-1011,MOL-01728,500.0,mg
PMBJP-1012,MOL-01728,400.0,mg
PMBJP-1024,MOL-01793,25.0,mg
PMBJP-1026,MOL-01799,10.0,mg
PMBJP-1029,MOL-01811,1000.0,mg
PMBJP-1031,MOL-01820,200.0,mg
PMBJP-1032,MOL-01820,100.0,mg
PMBJP-1037,MOL-00772,4000.0,iu
PMBJP-1038,MOL-00772,2000.0,iu
PMBJP-1041,MOL-01884,4.0,mg
PMBJP-1041,MOL-02197,2.0,mg
PMBJP-1042,MOL-01884,4.0,mg
PMBJP-1044,MOL-01903,5.0,mg
PMBJP-1049,MOL-01959,50.0,mg
PMBJP-1050,MOL-01959,100.0,mg
PMBJP-1051,MOL-01959,25.0,mg
PMBJP-1059,MOL-02251,200.0,mg
PMBJP-1060,MOL-02251,300.0,mg
PMBJP-1062,MOL-01997,400.0,mg
PMBJP-1068,MOL-02025,1.0,g
PMBJP-1068,MOL-01601,10.0,mg
PMBJP-1069,MOL-02038,20.0,%
PMBJP-1072,MOL-02055,0.4,mg
PMBJP-1073,MOL-02072,40.0,mg
PMBJP-1073,MOL-01407,25.0,mg
PMBJP-1074,MOL-02072,80.0,mg
PMBJP-1074,MOL-01033,12.5,mg
PMBJP-1075,MOL-02078,20.0,mg
PMBJP-1076,MOL-02082,300.0,mg
PMBJP-1081,MOL-02145,2.0,mg
PMBJP-1087,MOL-02198,2.0,mg
PMBJP-1088,MOL-02199,35.0,mg
PMBJP-1091,MOL-02260,4.0,mg
PMBJP-1097,MOL-02281,25000.0,iu
PMBJP-1098,MOL-01368,500.0,mg
PMBJP-1098,MOL-02296,0.2,mg
PMBJP-1099,MOL-01368,500.0,mg
PMBJP-1099,MOL-02296,0.3,mg
PMBJP-1104,MOL-02323,4.0,mg
PMBJP-1105,MOL-02325,10.0,mg
PMBJP-1106,MOL-01407,50.0,mg
PMBJP-1106,MOL-02072,40.0,mg
PMBJP-1108,MOL-01965,100.0,mg
PMBJP-1110,MOL-00462,5.0,mg
PMBJP-1111,MOL-00921,400.0,mg
PMBJP-1111,MOL-01547,10.0,mg
PMBJP-1112,MOL-00443,25.0,mg
PMBJP-1114,MOL-01459,0.5,%
PMBJP-1123,MOL-00470,75.0,mg
PMBJP-1124,MOL-00892,100.0,mg
PMBJP-1125,MOL-00138,5.0,mg
PMBJP-1129,MOL-02078,20.0,mg
PMBJP-1129,MOL-01368,500.0,mg
PMBJP-1130,MOL-02078,20.0,mg
PMBJP-1130,MOL-01368,1000.0,mg
PMBJP-1131,MOL-01493,200.0,mg
PMBJP-1135,MOL-00612,50.0,mg
PMBJP-1135,MOL-00967,750.0,mg
PMBJP-1149,MOL-01270,10.0,mg
PMBJP-1152,MOL-00333,200.0,mg
PMBJP-1154,MOL-00630,100.0,mg
PMBJP-1156,MOL-01407,25.0,mg
PMBJP-1156,MOL-00097,5.0,mg
PMBJP-1157,MOL-00691,20.0,mg
PMBJP-1157,MOL-01815,20.0,mg
PMBJP-1162,MOL-00229,0.1,%
PMBJP-1164,MOL-01486,50.0,mg
PMBJP-1166,MOL-01334,250.0,mg
PMBJP-1167,MOL-01334,500.0,mg
PMBJP-1168,MOL-01177,30.0,mg
PMBJP-1170,MOL-00023,200.0,mg
PMBJP-1178,MOL-00888,500.0,mg
PMBJP-1181,MOL-00341,150.0,mg
PMBJP-1182,MOL-00341,450.0,mg
PMBJP-1183,MOL-00529,500.0,mg
PMBJP-1186,MOL-00532,25.0,mg
PMBJP-1187,MOL-00533,100.0,mg
PMBJP-1191,MOL-00976,0.2,mg
PMBJP-1199,MOL-01046,500.0,mg
PMBJP-1201,MOL-01060,1.0,g
PMBJP-1203,MOL-01803,10.0,mg
PMBJP-1211,MOL-00667,80.0,mg
PMBJP-1212,MOL-00667,120.0,mg
PMBJP-1213,MOL-00767,150.0,mg
PMBJP-1214,MOL-00942,250.0,mg
PMBJP-1215,MOL-01666,100.0,mg
PMBJP-1216,MOL-01666,500.0,mg
PMBJP-1217,MOL-02075,100.0,mg
PMBJP-1218,MOL-02075,250.0,mg
PMBJP-1219,MOL-00086,,
PMBJP-1220,MOL-01588,75.0,mg
PMBJP-1221,MOL-01251,50.0,mcg
PMBJP-1222,MOL-00142,80.0,mg
PMBJP-1222,MOL-01297,480.0,mg
PMBJP-1223,MOL-00340,50.0,mg
PMBJP-1223,MOL-00893,0.5,mg
PMBJP-1223,MOL-02319,61.8,mg
PMBJP-1225,MOL-01585,120.0,mg
PMBJP-1226,MOL-02182,40.0,mg
PMBJP-1227,MOL-02182,4.0,mg
PMBJP-1228,MOL-00921,300.0,mg
PMBJP-1228,MOL-00095,10.0,mg
PMBJP-1231,MOL-02290,200.0,mg
PMBJP-1231,MOL-01235,150.0,mg
PMBJP-1232,MOL-01549,1.83,mg
PMBJP-1236,MOL-00041,400.0,mg
PMBJP-1237,MOL-01390,500.0,mg
PMBJP-1238,MOL-01771,2.5,mg
PMBJP-1240,MOL-00961,80.0,mg
PMBJP-1240,MOL-01368,500.0,mg
PMBJP-1241,MOL-00356,250.0,mg
PMBJP-1246,MOL-00864,150.0,mg
PMBJP-1248,MOL-00996,32.0,mg
PMBJP-1248,MOL-00893,0.5,mg
PMBJP-1248,MOL-02286,7.5,mcg
PMBJP-1251,MOL-02286,100.0,mg
PMBJP-1252,MOL-00309,82.0,mg
PMBJP-1252,MOL-02289,200.0,iu
PMBJP-1252,MOL-02286,2.5,mcg
PMBJP-1254,MOL-00655,15.0,mg
PMBJP-1254,MOL-00098,150.0,mg
PMBJP-1254,MOL-01982,85.0,mg
PMBJP-1254,MOL-01349,2.6,mg
PMBJP-1255,MOL-00014,200.0,mg
PMBJP-1255,MOL-01453,10.0,mg
PMBJP-1257,MOL-00060,5.0,mg
PMBJP-1261,MOL-00085,2.5,mg
PMBJP-1261,MOL-01033,25.0,mg
PMBJP-1263,MOL-00105,500.0,mg
PMBJP-1281,MOL-00407,10.0,mg
PMBJP-1283,MOL-00420,6.25,mg
PMBJP-1284,MOL-00437,10.0,mg
PMBJP-1284,MOL-02072,40.0,mg
PMBJP-1285,MOL-00442,1.0,mg
PMBJP-1297,MOL-01839,150.0,mg
PMBJP-1297,MOL-00673,10.0,mg
PMBJP-1298,MOL-00674,5.0,mg
PMBJP-1301,MOL-00699,80.0,mg
PMBJP-1301,MOL-00016,100.0,mg
PMBJP-1302,MOL-00705,20.0,mg
PMBJP-1306,MOL-00773,5.0,mg
PMBJP-1306,MOL-00471,0.5,mg
PMBJP-1307,MOL-00795,0.03,mg
PMBJP-1307,MOL-00585,0.15,mg
PMBJP-1308,MOL-00795,0.03,mg
PMBJP-1308,MOL-01247,0.15,mg
PMBJP-1310,MOL-00826,200.0,mg
PMBJP-1311,MOL-00833,145.0,mg
PMBJP-1312,MOL-00858,200.0,mg
PMBJP-1315,MOL-00890,27.5,mcg
PMBJP-1319,MOL-00921,100.0,mg
PMBJP-1328,MOL-01150,5.0,mg
PMBJP-1341,MOL-01322,100.0,mg
PMBJP-1342,MOL-01323,200.0,mg
PMBJP-1344,MOL-01359,1000.0,mg
PMBJP-1344,MOL-02028,500.0,mg
PMBJP-1345,MOL-01359,500.0,mg
PMBJP-1348,MOL-01397,4.0,mg
PMBJP-1353,MOL-01438,7.5,mg
PMBJP-1354,MOL-01444,200.0,mg
PMBJP-1359,MOL-01488,250.0,mg
PMBJP-1367,MOL-01564,20.0,mg
PMBJP-1367,MOL-00097,5.0,mg
PMBJP-1367,MOL-01033,12.5,mg
PMBJP-1368,MOL-01564,20.0,mg
PMBJP-1368,MOL-01033,12.5,mg
PMBJP-1375,MOL-01700,60.0,mg
PMBJP-1382,MOL-01768,10.0,mg
PMBJP-1383,MOL-01776,75.0,mg
PMBJP-1383,MOL-01547,10.0,mg
PMBJP-1384,MOL-01820,25.0,mg
PMBJP-1392,MOL-00024,75.0,mg
PMBJP-1392,MOL-01903,10.0,mg
PMBJP-1393,MOL-01903,10.0,mg
PMBJP-1393,MOL-00473,75.0,mg
PMBJP-1396,MOL-01958,,
PMBJP-1408,MOL-02055,0.4,mg
PMBJP-1408,MOL-00856,5.0,mg
PMBJP-1409,MOL-02067,400.0,mg
PMBJP-1410,MOL-02072,40.0,mg
PMBJP-1410,MOL-00097,5.0,mg
PMBJP-1410,MOL-01033,12.5,mg
PMBJP-1411,MOL-02072,40.0,mg
PMBJP-1411,MOL-00420,6.25,mg
PMBJP-1414,MOL-02091,1000.0,mcg
PMBJP-1417,MOL-02114,4.0,mg
PMBJP-1418,MOL-02128,50.0,mg
PMBJP-1427,MOL-02217,48.0,mg
PMBJP-1427,MOL-00279,90.0,mg
PMBJP-1427,MOL-01913,100.0,mg
PMBJP-1431,MOL-02249,8.0,mg
PMBJP-1432,MOL-02146,,
PMBJP-1435,MOL-00325,500.0,mg
PMBJP-1437,MOL-00375,50.0,mg
PMBJP-1438,MOL-01368,500.0,mg
PMBJP-1438,MOL-00962,2.0,mg
PMBJP-1438,MOL-02296,0.2,mg
PMBJP-1441,MOL-01168,2.0,mg
PMBJP-1445,MOL-01163,,
PMBJP-1447,MOL-01167,250.0,g
PMBJP-1448,MOL-01200,100.0,mg
PMBJP-1449,MOL-00750,,
PMBJP-1450,MOL-01810,250.0,mg
PMBJP-1451,MOL-02108,400.0,mg
PMBJP-1452,MOL-01815,100.0,mg
PMBJP-1453,MOL-01227,100.0,mg
PMBJP-1454,MOL-02087,1.25,mg
PMBJP-1454,MOL-00080,15.0,mg
PMBJP-1454,MOL-00989,50.0,mg
PMBJP-1455,MOL-01181,3.0,g
PMBJP-1456,MOL-01154,200.0,mg
PMBJP-1457,MOL-01294,1.0,%
PMBJP-1458,MOL-01982,,
PMBJP-1460,MOL-01097,,
PMBJP-1461,MOL-02274,50.0,mg
PMBJP-1462,MOL-02274,50.0,mg
PMBJP-1462,MOL-01368,500.0,mg
PMBJP-1463,MOL-02274,50.0,mg
PMBJP-1463,MOL-01368,1000.0,mg
PMBJP-1472,MOL-01167,250.0,g
PMBJP-1473,MOL-00408,0.5,%
PMBJP-1474,MOL-00408,0.5,%
PMBJP-1475,MOL-00408,0.5,%
PMBJP-1476,MOL-01043,400.0,mg
PMBJP-1479,MOL-00320,100.0,mg
PMBJP-1480,MOL-01368,500.0,mg
PMBJP-1480,MOL-00962,0.5,mg
PMBJP-1481,MOL-01368,1000.0,mg
PMBJP-1481,MOL-00962,1.0,mg
PMBJP-1482,MOL-01368,1000.0,mg
PMBJP-1482,MOL-00962,3.0,mg
PMBJP-1483,MOL-01368,1000.0,mg
PMBJP-1483,MOL-00962,4.0,mg
PMBJP-1485,MOL-01360,1200.0,mg
PMBJP-1487,MOL-01950,2.5,%
PMBJP-1488,MOL-00013,25.0,mg
PMBJP-1489,MOL-00014,100.0,mg
PMBJP-1489,MOL-00023,600.0,mg
PMBJP-1490,MOL-00014,200.0,mg
PMBJP-1492,MOL-00016,200.0,mg
PMBJP-1492,MOL-01827,20.0,mg
PMBJP-1493,MOL-00016,100.0,mg
PMBJP-1493,MOL-00018,325.0,mg
PMBJP-1493,MOL-02114,4.0,mg
PMBJP-1495,MOL-00016,100.0,mg
PMBJP-1495,MOL-00018,325.0,mg
PMBJP-1495,MOL-02145,2.0,mg
PMBJP-1496,MOL-00031,400.0,mg
PMBJP-1497,MOL-00025,25.0,mg
PMBJP-1498,MOL-00027,100.0,mg
PMBJP-1499,MOL-00032,40.0,mg
PMBJP-1500,MOL-00038,40.0,mg
PMBJP-1501,MOL-00077,100.0,mg
PMBJP-1502,MOL-00093,100.0,mg
PMBJP-1503,MOL-00097,5.0,mg
PMBJP-1503,MOL-00254,5.0,mg
PMBJP-1504,MOL-00100,0.25,%
PMBJP-1505,MOL-00102,400.0,mg
PMBJP-1505,MOL-00455,57.0,mg
PMBJP-1506,MOL-00102,80.0,mg
PMBJP-1506,MOL-00455,11.4,mg
PMBJP-1507,MOL-00102,250.0,mg
PMBJP-1507,MOL-00623,250.0,mg
PMBJP-1507,MOL-01195,250.0,mg
PMBJP-1508,MOL-00105,250.0,mg
PMBJP-1508,MOL-00478,250.0,mg
PMBJP-1509,MOL-00105,250.0,mg
PMBJP-1509,MOL-00610,250.0,mg
PMBJP-1510,MOL-00117,300.0,mcg
PMBJP-1511,MOL-00123,,
PMBJP-1512,MOL-00131,10.0,mg
PMBJP-1513,MOL-00131,20.0,mg
PMBJP-1514,MOL-00131,30.0,mg
PMBJP-1515,MOL-00156,10.0,mg
PMBJP-1515,MOL-00024,150.0,mg
PMBJP-1516,MOL-00156,20.0,mg
PMBJP-1516,MOL-00473,75.0,mg
PMBJP-1517,MOL-00156,20.0,mg
PMBJP-1517,MOL-00473,75.0,mg
PMBJP-1517,MOL-00024,20.0,mg
PMBJP-1518,MOL-00176,40.0,mg
PMBJP-1518,MOL-00420,6.25,mg
PMBJP-1519,MOL-00176,40.0,mg
PMBJP-1519,MOL-00420,12.5,mg
PMBJP-1520,MOL-00176,40.0,mg
PMBJP-1521,MOL-00177,200.0,mg
PMBJP-1522,MOL-00196,,
PMBJP-1522,MOL-00476,,
PMBJP-1523,MOL-00196,,
PMBJP-1523,MOL-00476,,
PMBJP-1524,MOL-00224,10.0,mg
PMBJP-1525,MOL-00228,16.0,mg
PMBJP-1526,MOL-00228,24.0,mg
PMBJP-1527,MOL-00229,,
PMBJP-1527,MOL-00947,,
PMBJP-1527,MOL-01416,,
PMBJP-1528,MOL-00239,20.0,mg
PMBJP-1529,MOL-00242,0.01,%
PMBJP-1530,MOL-00242,0.03,%
PMBJP-1531,MOL-00254,2.5,mg
PMBJP-1532,MOL-00265,100.0,iu
PMBJP-1533,MOL-00275,,
PMBJP-1533,MOL-02132,,
PMBJP-1534,MOL-00275,0.1,%
PMBJP-1536,MOL-00308,0.25,mcg
PMBJP-1536,MOL-00309,200.0,mg
PMBJP-1537,MOL-00309,,
PMBJP-1537,MOL-02289,,
PMBJP-1538,MOL-00309,250.0,mg
PMBJP-1538,MOL-00308,0.25,mcg
PMBJP-1538,MOL-02291,50.0,mcg
PMBJP-1539,MOL-00309,50.0,mg
PMBJP-1539,MOL-00314,87.5,mg
PMBJP-1540,MOL-00309,500.0,mg
PMBJP-1540,MOL-02289,500.0,iu
PMBJP-1541,MOL-00309,1250.0,mg
PMBJP-1541,MOL-00308,0.25,mcg
PMBJP-1541,MOL-02291,45.0,mcg
PMBJP-1542,MOL-00315,,
PMBJP-1542,MOL-02289,,
PMBJP-1543,MOL-00319,25.0,mg
PMBJP-1543,MOL-00018,300.0,mg
PMBJP-1544,MOL-00495,100.0,mg
PMBJP-1544,MOL-01303,4000.0,mcg
PMBJP-1544,MOL-01947,70.0,mcg
PMBJP-1544,MOL-01575,90.0,mg
PMBJP-1544,MOL-00609,60.0,mg
PMBJP-1545,MOL-00343,1.0,%
PMBJP-1548,MOL-00368,100.0,mg
PMBJP-1549,MOL-00368,25.0,mg
PMBJP-1551,MOL-00371,1.0,g
PMBJP-1551,MOL-02028,500.0,mg
PMBJP-1552,MOL-00371,2.0,g
PMBJP-1552,MOL-02028,1.0,g
PMBJP-1553,MOL-00375,100.0,mg
PMBJP-1554,MOL-00383,250.0,mg
PMBJP-1554,MOL-02062,31.25,mg
PMBJP-1555,MOL-00383,2.0,g
PMBJP-1556,MOL-00389,750.0,mg
PMBJP-1557,MOL-00390,30.0,mg
PMBJP-1558,MOL-00390,60.0,mg
PMBJP-1559,MOL-00404,250.0,mg
PMBJP-1560,MOL-00404,500.0,mg
PMBJP-1562,MOL-00407,5.0,mg
PMBJP-1562,MOL-00095,12.5,mg
PMBJP-1564,MOL-00422,60000.0,iu
PMBJP-1565,MOL-00437,10.0,mg
PMBJP-1566,MOL-00437,5.0,mg
PMBJP-1567,MOL-01628,40.0,mg
PMBJP-1567,MOL-00442,3.0,mg
PMBJP-1568,MOL-00443,75.0,mg
PMBJP-1569,MOL-00445,0.3,%
PMBJP-1569,MOL-00591,0.1,%
PMBJP-1570,MOL-00450,500.0,mg
PMBJP-1570,MOL-01728,800.0,mg
PMBJP-1571,MOL-00459,2.5,mg
PMBJP-1571,MOL-00407,5.0,mg
PMBJP-1571,MOL-00626,10.0,mg
PMBJP-1572,MOL-00460,,
PMBJP-1572,MOL-01511,,
PMBJP-1574,MOL-00462,10.0,mg
PMBJP-1575,MOL-00463,,
PMBJP-1575,MOL-00947,,
PMBJP-1576,MOL-00463,,
PMBJP-1576,MOL-01416,,
PMBJP-1577,MOL-00463,,
PMBJP-1577,MOL-01501,,
PMBJP-1578,MOL-00463,,
PMBJP-1578,MOL-01924,,
PMBJP-1579,MOL-00463,,
PMBJP-1579,MOL-01924,,
PMBJP-1580,MOL-00463,,
PMBJP-1580,MOL-00947,,
PMBJP-1580,MOL-01416,,
PMBJP-1581,MOL-00473,75.0,mg
PMBJP-1581,MOL-00024,150.0,mg
PMBJP-1582,MOL-00476,1.0,%
PMBJP-1582,MOL-01950,2.5,%
PMBJP-1583,MOL-00476,1.0,%
PMBJP-1584,MOL-00495,,
PMBJP-1584,MOL-01185,,
PMBJP-1585,MOL-00499,,
PMBJP-1586,MOL-00499,,
PMBJP-1587,MOL-00500,12.5,mg
